en,kha,translated_en_to_kha
ill,bapang,pang
she,i,ma ka
let,ia,to
low,banoh,ba duna
any,iano iano,kano kano
die,iap,iap
die,iap noh,iap
cut,iathoh,ot
see,iohi,peit
new,bathymmai,ba thymmai
web,jain,web
Hi.,Ei.,Hi.
Go.,Leit.,Leit.
for,na ka bynta,na ka bynta
for,namar,na ka bynta
gem,mawkordor,mawkordor
fox,myrsiang,fox
you,me pha,phi
May,Jymmang,May
cow,masi,masi
for,naba,na ka bynta
you,me,phi
way,lynti,lynti
Go.,Khie.,Leit.
she,ma ka,ma ka
you,ma phi,phi
who,mano,uba
ago,mynshuwa,mynshuwa
add,bteng,pyndap
act,leh,leh
air,lyer,lyer
cat,miaw,masi
ear,lutur,shkor
she,ma i,ma ka
nix,mana,nix
May,Jymmang,May
aye,man ka por,yes
bat,lymbit,bat
cry,lynniar,iam
nor,lymne,lane
run,mareh,mareh
now,mynta,mynta
they,i,ki
Item,Tiar,Iem
spit,biah,sngap jar
defy,bein,pyrshah
cost,dor trai,ka jinglut
sure,bathikna,thikna
Date,Tarik,Ka tarik
leer,bathngan,pule
life,jingim,jingim
when,mynno,haba
atom,"U phngit,u thngait",atom
like,mon,kum
room,kamra thiah,kamra
like,kham kwah,kum
love,jingieit,jingieid
milk,dud,dud
dear,baieit,baieid
bill,ka bill,bill
help,jingiarap,iarap
keep,bat,buh
room,kamra,kamra
hold,bat,bat
lose,duh,duh
shut,khang,khang
slow,basuki,slem
step,jingjam,step
rate,dor,dor
bike,ka tuk tuk,bike
reed,khah,pule
aunt,nia,aunt
baby,khyllung,khunlung
some,katto katne,katto katne
hunt,behmrad,leit khwai
each,kawei kawei,uwei
when,mynba,haba
flee,beh noh,phet
hunt,beh mrad,leit khwai
good,bha,ba bha
that,kata,ba
hunt,beh,leit khwai
Rice,kba,Rice
hawk,kbeit,hawk
that,kato,ba
need,donkam,donkam
well,bha,well
pace,jingjam,ka jingstet
very,bha,shibun
cost,dor,ka jinglut
this,kane,kane
hate,jingisih,shun
Run!,Mareh!,Run!
back,dien,shadien
weak,batlop,ba tlot
corn,kew,kew
mile,mail,mile
duty,kamram,ka kamram
bear,kha,shah
show,kdew,pyni
blow,beh,pynbthei
fast,basted,stet
miss,duh,duh
wily,basianti,ba sngewbha
pray,dwai,duwai
ogre,Akjakor,ka rong
chop,khrai,cho
rage,jingbitar,ka jingbitar
adry,basliang,ba jem
bold,bashynrang,ba shlur
call,khot,khot
heel,khongdongjat,kjat
genu,khohsiew,genu
knee,khohsiew,kjat
peel,khoh,peel
rack,jingbuhkot,rack
germ,khniang,germ
pray,duwai,duwai
A.M.,mynstep,A.M.
news,khubor,khubor
path,lynti,lynti
exam,eksamin,eksamin
doll,khunmynriew,doll
lamb,khunlangbrot,langbrot
lamb,khunblang,langbrot
kind,basbun,jait
bite,jingdait,bam
salt,mluh,ka umsoh
arms,ki kti,ki kti
calf,khun masi,khun masi
sure,bashisha,thikna
turn,khun,kylla
bend,khun,pynkhih
army,kynhun shipai,shipai
very,eh,shibun
lane,lynti,lane
nine,khndaaw,hynniew
glad,basuk,sngewbha
glad,basngewbha,sngewbha
fond,basngewieit,ba sngewtynnad
move,kylla,iaid
wake,khie,khie
warn,maham,maham
evil,basniew,ba sniew
fell,khet,hap
milk,khem dud,dud
nice,basngewtynnad,ba itynnad
harm,basniew,jingma
sook,khawpud,sngap
ruin,jingjot,pynjot
rice,khaw,khaw
mule,khashor,mule
walk,jingiaidkai,iaid
shop,dukan,dukan
wise,bastad,ba stad
sure,basngewskhem,thikna
leap,khihkmen,leit
ugly,basngewsaitmet,ba sniew
nose,khmut,shyntur
wait,khmih lynti,ap
hope,khmih lynti,jingkyrmen
fill,pyndap,pyndap
debt,jingdapram,ram
look,khmih,peit
face,khmat,khmat
star,khlur,star
hawk,khlieng,hawk
head,khlieh,khlieh
marv,basngewphylla,marv
they,ma ki,ki
bird,ka sim,sim
very,mom-mom,shibun
size,jingheh,ka jingheh
bite,jingdait,bam
anew,biang biang,thymmai
cart,kali,ka kali
more,biang biang,kham bun
limb,dkhot met,ka met
roof,jingsop,tnum
evil,jingsniew,ba sniew
keep,da,buh
glee,jingsngewmuja,sngewbha
data,data,data
sack,byrni,sack
with,da,bad
dare,nud,nud
avis,jingsneng,ka jingmut
bite,dait,bam
chat,jingiakrenkai,ia kren
rest,jingshongthait,shongthait
damp,sngem,sngem
dark,dum,dum
news,bynta,khubor
beer,iad-um,beer
bath,jingsum,dih
dumb,bym nangkren,dum
bear,dngiem,shah
work,jingtrei,trei
rare,bymjudon,ba duna
seld,bymjudon,die
deal,jingiakut,iateh
deaf,kyllud,ba sngap jar
hope,jingkyrmen,jingkyrmen
evil,bymman,ba sniew
beef,doh masi,doh masi
dead,lah iap,ba iap
foot,dkhot met,kjat
date,ka tarik,tarik
lash,jingsympat,lash
part,bynta,shi bynta
seat,jingshong,shong
want,jingkyrduh,kwah
bell,bel,bell
data,jingshisha,data
care,jingphikir,jingsumar
bent,la pyndem,ba la pynkhih
pain,jingpang,jingpang
sell,die,die
tree,dieN,dieng
tree,dieng,dieng
fire,diN,ding
late,dier,hadien
mind,jingmut,jingmut
cost,jingluyt,ka jinglut
best,bha tam,kaba bha tam
rise,jingmih,kiew
harm,jingma,jingma
fuel,diengiap,umphniang
whip,dieng sympat,whip
clay,dewbyrtha,dewbilat
desk,des,miej
pipe,jingput tyndong,pipe
fill,dap,pyndap
fact,jingshisha,jingshisha
full,dap,ba pura
also,de,ruh
case,mukotduma,case
belt,panpoh,belt
June,Jylliew,Iaiong
fire,ding,ding
sock,muja lynkhot,sock
have,dei,don
song,jingrwai,jingrwai
bend,pynkhun,pynkhih
take,dih,shim
bend,dem,pynkhih
turn,dem,kylla
heat,jingshit,jingshit
ayen,biang biang,ka
beat,jingtied,beit
bear,"shah,dngiem",shah
band,ki kynhun tem,band
moon,bnai,u bnai
Eden,bneng,Eden
eden,bneng,u bah
fish,dohkh~a,dohkha
bank,ka bank,bank
wife,ka tnga,ka tnga
fish,dohkha,dohkha
shoe,juti,juti
rise,jingkiew,kiew
load,jingkit,load
base,nongrim,nongrim
pair,jur,ar
mind,bor sngewthuh,jingmut
ball,bol,bol
goat,blang,blang
rend,kad,pynkylla
curd,doi,curd
post,kam,post
work,kam,trei
have,don,don
able,lah,lah
food,jingbam,jingbam
vain,bijai-ei,lehnohei
will,mon,kan
bake,syang,shet
vial,bilor,vial
ball,bol,bol
door,jingkhang,jingkhang
envy,bishni,sngewsih
what,kaei,kaei
gate,jingkhang,khyrdop
tear,kad,ummat
wish,mon,kwah
dear,Ba kordor,baieid
bull,masi,masi
pork,doh sniang,sniang
bath,sum,dih
swim,jngi,jngi
plan,buit,plan
lick,jliah,lieh
many,bun,bun
meat,doh,doh
suck,buin,sngap
gain,jingïoh,ioh
game,jingïalehkai,jingialehkai
acid,asid,acid
kiss,doh,kdup
debt,ram,ram
want,mut,kwah
beak,ka shyntur,ka shyntur
fund,jingkynshew,fund
hide,buhrih,buhrieh
hide,buhrieh,buhrieh
July,naitung,Kyllalyngkot
ever,julong,ju
feed,bsa,bam
wish,jingkwah,kwah
wash,bta,sait
bury,btep,tep
ever,ju,ju
ruin,jot,pynjot
stag,bthong,stag
hind,bthong,ka jingeh
deer,bthong,ka blang
beef,doh masi,doh masi
keep,buh,buh
your,jong phi,jong u
poet,myllung,myllung
mine,jong nga,jong nga
deep,bajylliew,ba jylliew
shut,khylliap,khang
burn,meh,thang
weal,jingmanbha,ka spah
cool,bajai-jai,ba khriat
fine,kuna,ba bha
wind,lyer,Iyer
rent,baiwai,bai wai
want,kwah,kwah
wish,kwah,kwah
hire,baiwai,shim
fine,baitynnad,ba bha
talk,iakren ia khana,kren
ugly,baisih,ba sniew
a.m.,mynstep.,a.m.
hear,iohsngew,iohsngew
chat,iakren lwet,ia kren
ugly,baisait met,ba sniew
wage,bainong,ka bainong
cost,bailut,ka jinglut
boat,kynda,lieng
mole,kyndad,mole
also,bad ruh,ruh
ripe,baih,ri
tidy,baibit,khuid
wake,kyndit,khie
bold,baiaw,ba shlur
gang,kynhun,kynhun
band,kynhun,band
wide,baiar,ba heh
pack,kynhun,pack
crow,kynih,khnai
dead,baiap,ba iap
snow,ior,slap
tent,ingjain,tent
loud,bajam,ba jam
hate,isih,shun
drum,ksing,drum
chew,ktha,dih
hand,kti,kti
lamb,langbrot,langbrot
cous,bakha,cous
word,ktien,ktien
lazy,jai-pdeh,ba sniew
deep,bajylliew,ba jylliew
cork,kuk,ka doh
card,kard,card
pony,kulai,ka doh
mare,kulai,mar
tame,bajuh,tame
long,bajrong,slem
like,kum,kum
tall,bajrong,ba jrong
high,bajrong,ba jrong
blue,bajngum,rong
from,na,na
miss,jah,duh
sour,bajew,ka um
easy,bajemnud,suk
fold,khylliap,pynkylla
easy,bajem,suk
know,ithuh,tip
ewes,langbrot,ki don
bell,baje,bell
soon,khala khala,shen
soon,kumne kumne,shen
fall,hap,hap
cash,iapein,pisa
kick,kynjat,kiew
pull,kynjut,tan
lady,mem,kynthei
love,ieit,jingieid
best,babha tam,kaba bha tam
what,iei,kaei
wake,kyrsiew,khie
name,kyrteng,kyrteng
Wow!,Ani!,Wow!
note,lut,jingthoh
body,met,met
fell,iathoh,hap
good,babha,ba bha
tho’,la,tho
over,la biang,halor
dull,babeit,ba dum
over,nalor,halor
meet,iashem,iakynduh
help,iarap,iarap
line,lain,lain
over,la dap,halor
Wool,Bilat,Wool
past,la lah,ba la leit noh
York,Bilat,York
neat,ba-i suba,ba khuid
thou,me pha,me
thin,ba stang,rit
home,la ïing,iing
hill,lum,lum
cash,iapli,pisa
past,ba la lah,ba la leit noh
toss,kyrngah,toss
Sale,Bilat,die
roar,kyrhuh,roar
wide,ba iar,ba heh
back,ing-dong,shadien
just,bahok,tang
seem,imat,kumba
camp,ka camp,camp
bear,bah,shah
drop,hap,pynhap
that,ba,ba
wall,kynroh,kynroh
live,im,im
weak,baduna,ba tlot
less,baduna,kham duna
dark,badum,dum
hate,ijli,shun
ally,paralok,baroh
lame,badkoh,ba sah
liar,lamler,ba thok
full,badap,ba pura
into,hapoh,shapoh
save,kynshew,pynim
meet,iakynduh,iakynduh
hour,kynta,kynta
time,kynta,ka por
with,bad,bad
girl,kynthei,khynnah
pink,babyrsaw,rong
many,babun,bun
lift,kyntiew,pynkiew
heap,kynton,lum
from,naduh,na
near,harud,hajan
gold,ksiar,ksiar
calm,jai jai,sngap jar
dure,bam da,ka dur
balm,jhingsleh,balm
harm,leh sniew,jingma
some,kino-kino-ruh,katto katne
name,kirteN,kyrteng
bear,kit,shah
book,kitab,kot
time,aiom,ka por
good,bapaka,ba bha
farm,lyngkha,kper
foot,kjat,kjat
suck,kjit,sngap
home,ha la shnong,iing
like,bang,kum
what,aiu,kaei
than,ban ia,ban
June,Jylliew,Iaiong
reed,japung,pule
cast,"ban bret, pashat",bret
P.M.,janmiet,P.M.
Eton,Bilat,Eton
fast,kloi-kloi,stet
move,iakhih,iaid
cash,pisa nokot,pisa
case,"kase, synduk",case
flat,bamadan,ba jem
near,ha syndah,hajan
feed,bam ei ei,bam
verb,berb,verb
bush,lawbniap,khlaw
feed,aibam,bam
rise,kiew,kiew
look,i,peit
east,mihngi,mihngi
give,ai,ai
baby,khyllung,khunlung
ship,lieng,lieng
land,khyndew,jaka
cent,cent,cent
some,khyndiat,katto katne
boat,lieng,lieng
IPOF,ha ka jingshisha,IPOF
girl,khynnah,khynnah
lass,khynnah,lass
avis,jingai jingmut,ka jingmut
side,liang,liang
dear,barem,baieid
gain,myntoi,ioh
here,hangne,hangne
lean,baraikhoh,ba sah
push,khynniat,pynkhih
gate,khyrdop,khyrdop
ever,barabor,ju
gift,jingai,jingai
star,kh~lur,star
nose,kh~mut,shyntur
skin,kh~oh,sniehdoh
feed,ai jingbam,bam
knee,kh~osiw,kjat
they,ki,ki
area,ka jaka,jaka
lend,ai kylliang,ai ram
July,Naitung,Kyllalyngkot
Bath,Bilat,Bath
cell,u battery,cell
Fitz,Bilat,Fitz
grow,long,san
come,ale,wan
chat,iakren ia khana,ia kren
near,hajan,hajan
some,ha syndah,katto katne
duck,han,duck
Holt,Bilat,Holt
grow,mih,san
dove,lyngdkhur,ka doh
rude,bakhlem akor,bym don akor
care,jingsumar,jingsumar
main,bakongsan,ba kongsan
rise,mih,kiew
sort,jaid,pynbeit
call,jingkhot,khot
kind,jaid,jait
guns,ksangkti,ki suloi
mean,bakhwan shimet,mut
holy,bakhuid,bakhuid
pure,bakhuid,ba khuid
cake,kpu kiek,cake
over,halor,halor
find,lap,shem
cold,bakhriat,khriat
talk,kren,kren
lord,bakhraw batri,kynrad
lady,bakhraw bakri,kynthei
cake,cake,cake
host,bakhot sngewbha,pdiang
kite,kot kudi,kite
deaf,bakyllut,ba sngap jar
veil,jaintap khmat,ka rong
book,kot,kot
aunt,kmienah,aunt
pace,jam,ka jingstet
frog,jakoid,khnai
dull,baluin,ba dum
fair,balieh,ba hok
gran,kmierad,ka gran
noun,Noun,noun
Who?,Mano?,Mano?
dirt,jakhlia,jakhlia
game,myrngia,jingialehkai
seat,jaka,shong
nana,kmierad,nine
when,haba,haba
arms,ksangkti,ki kti
undo,loit budam,bym don
open,ang,plie
scur,langbrot,scur
aged,la rangbah,ba la san
obey,kohnguh,kohnguh
able,balah,lah
wait,ap,ap
till,haduh,haduh
till,haduh ba,haduh
tidy,bakyntiak,khuid
neat,bakyntiak,ba khuid
glad,bakynjai,sngewbha
liar,balamler,ba thok
when,lano,haba
beast,mrad,mrad
order,hukum,order
shine,meh,shai
emmet,dkhiew,em
cheap,tad dor,ba rem dor
right,hok,dei
seven,hynniew,hynriew
seven,hnñew,hynriew
drink,dih,dih
Jump.,Kynthih.,Jump.
natch,hooid kein,nat
meter,miter,meter
teach,hikai,hikai
baccy,dumasla,ba shadien
chide,dumok,khriat
carry,rah,rah
scold,dumok,ba jem
scold,dumok mai,ba jem
photo,dur,dur
leave,mih,leit
Ocean,duriaw,Ocean
afore,ha shuwa,shwa
under,ha khrum,hapoh
leave,mih na,leit
ocean,duriaw,duriaw
afore,ha khmat,shwa
catch,kem,kem
cause,ka daw,daw
cease,sangeh,sangeh
flour,moida,ka shini
chair,shuki,shuki
chain,kynjri,kynjri
mason,misteri maw,maw
above,halor,haneng
while,haba,katba
train,hikai,rel
after,hadien,hadien
price,dor,dor
madam,mem,madam
candy,"mit mit, jingbam shini.",ka can
flesh,doh,doh
organ,harmuni,ka met
under,hapoh,hapoh
Stop!,Sangeh!,Sangeh noh!
table,miej,miej
among,hapdeng,hapdeng
heart,dohnud,dohnud
liver,dohnud,sniehdoh
chase,beh,beh
there,hangto,hangta
there,hangtei,hangta
chart,ki dak khein,chart
night,miet,miet
could,donbor,lah
where,hangno,hangno
drake,han,drake
count,dondor,khein
goose,han,leit
while,hamar,katba
where,haei,hangno
there,hangtai,hangta
after,hadien,hadien
stick,diengduh,dieng
Hythe,Bilat,Hythe
Leeds,Bilat,Ki Leed
wrong,bakla,bakla
Lewes,Bilat,Ki Lew
clean,bakhuid,khuid
great,bakhraw,ba khraw
Luton,Bilat,Luton
rafty,bakhlem akor,ba jem
rough,bakhlain,ba jem
heavy,bakhia,ba heh
harsh,bakhar-khar,ba eh
tight,bakhapngiah,ba skhem
rough,bakhain,ba jem
harsh,bakhain,ba eh
green,bajyrngam,ba jyrngam
heavy,bajur,ba heh
sleek,bajlih,ba jem
Stay.,Sah.,To sah.
cheap,bajem dor,ba rem dor
clock,baje kti,kynja kynja
clock,baje heh,kynja kynja
sport,myrngia,jingialehkai
watch,baje deng,peit
eager,bakwah,ba sngewtynnad
happy,bakynjai,sngewbha
stoat,bapalwan,ieng
first,banyngkong,nyngkong
sharp,banep,ba jem
Crewe,Bilat,Pynlong
stout,bameng,ba sah
Crick,Bilat,Crick
rocky,bamaw,ba heh
stony,bamaw,maw
blind,bamatlah,matlah
graze,bam phlang,ka jingbam
Tyre.,Taïar,Tyre.
short,balyngkot,lyngkot
balky,balushia,ba jem
white,balieh,lieh
Tyre.,Shaka,Tyre.
irate,balamwir,ba sah
angry,balamwir,bitar
third,balai,kaba lai
chief,bakyrpang,rangbah
acute,bakyrkieh eh,ba jur
hasty,bakyrkieh,kyrkieh
loose,bakylluid,lait
Fire!,Siat!,Ka ding!
clock,baje,kynja kynja
noisy,bajam,ba sngap jar
Hindi,Hindi,Hindi
small,ba rit,rit
thick,ba rben,ba jylliew
short,ba lyngkot,lyngkot
ready,ba la kloi,ba la pynkhreh
Khasi,Khasi,Khasi
heavy,ba khia,ba heh
liver,ba im,sniehdoh
April,Iaiong,April
eager,ba angnud,ba sngewtynnad
flour,ata,ka shini
swell,at,sngap jar
twice,arsien,arsien
twice,arshah,arsien
March,Lber,Risaw
guard,ap pahara,pahara
guard,ap,pahara
Wait.,Ap.,Peit.
since,namar,namar
paint,ai rong,rong
repay,ai noh,siew
Wigan,Bilat,Wigan
dying,bajan iap,iap
goony,baanna,ka goony
sweet,babang,ba thiang
dirty,bajakhlia,jakhlia
sharp,baishyrkhei,ba jem
Poole,Bilat,Poole
Reeth,Bilat,Pynbeit
Sandy,Bilat,Sandy
large,baheh,ba heh
March,Lber,Risaw
stiff,baeh,ba jem
harsh,baeh,ba eh
hardy,baeh,ba eh
lucky,badonbok,ba donbok
right,badei,dei
young,badangrit,samla
young,badanglud,samla
Truro,Bilat,Truro
angry,babitar,bitar
silly,babieit,bieit
lucky,babhabok,ba donbok
lucky,babha nusip,ba donbok
fayre,babha briew,ka met
Wells,Bilat,Ki thliew
since,naduh,namar
cheat,leh tuh,thok
couth,bapawnam,ka masi
noted,bapawnam,ba la kdew
April,Iaiong,April
brain,bor sngewthuh,jabieng
power,bor,bor
teeth,bniat,ki bniat
tooth,bniat,ka shyntur
month,bnai,bnai
deity,blei,blei
delay,jingpynslem,pynslem
bicky,biskit,ba bun
tooth,biniat,ka shyntur
phial,bilor,phial
dunce,bieit,ka jingduna
Help!,Iarap!,Iarap!
ayein,biang biang,ka met
agyen,biang biang,ka rta
again,biang biang,sa shisien
again,biang,sa shisien
quite,bha,thik
bench,ben,ben
expel,beh,beh
chase,beh,beh
woman,briew,kynthei
agree,mynjur,mynjur
brush,brut,sait
spine,budlum,ka sniehdoh
staff,diengduh,ki nongtrei
about,shaphang,shaphang
stick,dieng,dieng
sadly,diaw,kaba sngewsih
ought,dei,dei
ditto,de,ditto
check,peit bha,peit
daily,man ka sngi,man ka sngi
cause,daw,daw
still,dang shu,dang
dance,shad,shad
cover,da,tap
spice,musla,ka jingsma
Satan,bymman,Soitan
wrong,bymdei,bakla
prize,buskit,khusnam
death,jingiap,iap
often,bunsien,bunsien
often,bun teng,bunsien
decay,pyut,pyut
trick,buit,trik
snake,bsein,bsein
known,bapawnam,ba la tip
noisy,bawin,ba sngap jar
timid,batieng bieit,ba sngewrit
devil,Akjakor,ksuid
fawce,basianti,ba bun
brave,bashlur,ba shlur
truth,bashisha,jingshisha
smart,bashalak,ba stad
stoat,bashait,ieng
loser,bashah jop,ba rem
brown,basawbthuh,rong
proud,basarong,sngew sarong
older,basan,ba kham rangbah
today,mynta,mynta ka sngi
young,basamla,samla
balky,barunar,ba jem
round,baroh sawdong,sawdong
whole,baroh khoit,baroh
small,barit,rit
never,barabor,ym ju
stiff,bapyrkhing,ba jem
round,bapyllun,sawdong
canty,baphuhmut,lah
Chard,Bilat,Chard
smart,basmat,ba stad
timid,batieng pud,ba sngewrit
Hide.,Rieh.,Pynduh noh.
fight,iashoh,ialeh
Stay.,Shong.,To sah.
empty,bathylli,thylli
sweet,bathiang,ba thiang
tired,bathait,ba thait
dunce,batamsneng,ka jingduna
afore,mynshuwa,shwa
cheap,batad,ba rem dor
loose,basumor,lait
happy,basuk,sngewbha
empty,basuda,thylli
clean,basuba,khuid
light,basting,jingshai
early,basted,kloi
shift,kylla,kylla
sated,basngewsih,shong
sorry,basngewsih,sngewbha
super,basngewphylla,ba heh
haply,lehse,lah
maybe,lehse,lehse
brill,basngewphylla,ka jingpang
praps,lehse,ki jingbam
quiet,basngap,sngap jar
weary,bathait,ba sngewsih
agree,iahap jingmut,mynjur
serve,iadei,shakri
sport,jingïalehkai,jingialehkai
Cream,Malai dud,Cream
visit,jingwan jngoh,leit jngoh
beach,rud duriaw,rud duriaw
speak,kren,kren
theft,jingtuh,tuh
beard,niuh-tmoh,ryndang
belly,kpoh,kpoh
pinch,ksam,pinch
ankle,mat sohlah,kjat
plant,jingthung,thung
bitch,ksew,bit
louse,ksi,jah
angry,bitar,bitar
voice,ktien,sur
mouth,ktien,shyntur
annoy,pyndik,pynsngewsih
zayde,kparad,zayde
anti-,pyrshah-,pyrshah-
basis,nongrim,nongrim
hinge,kopja,shaneng
meter,kor thew jingthew,meter
scale,kor thew jingthew,scale
seism,jumai,ka jingjyllei
never,julong,ym ju
reply,jubab,jubab
paper,kot,kot
never,ju,ym ju
break,jot,shongthait
every,manla,uwei pa uwei
reach,kot,poi
basic,kiba na sdang,ba kongsan
whose,jongno,uba
paper,kotsada,kot
sheet,kotsada,sla
uncle,kpa-nah,u kpa
Tyre.,Shalyntem,Tyre.
horse,kulai,kulai
admit,pdiang,pdiang
begin,sdang,sdang
about,kumba,shaphang
faith,jingngeit,jingngeit
shout,kyang,pyrta
habit,jingmlien,jinglong
alter,pynkylla,pynkylla
mercy,jingmap,isynei
taste,jingmad,jingsma
adult,rangbah,ba la san
alone,marwei,marwei
shame,jinglehrain,lehrain
onset,jinglehpalat,sdang
aloud,da kaba pyrta jam,da kaba jam
brunt,jinglehpalat,ba rkhiang
flock,kynhun,kynhun
tribe,kynja,jaitbynriew
merit,jinglah,ka jingbha
metal,kynja baum,nar
haste,jingkyrkieh,kyrkieh
amaze,phylla,ba phylla
based,la shong nongrim ha,ba la pynshong nongrim
pride,jingphuhmat,ka jingsarong
proof,jingpynsabut,pynshisha
as if,kumba,kumba
still,khop,dang
aviso,jingsneng,ka jaka
}same,kumjuh,} kumjuh
angle,ka dong,angle
anger,jingbitar,jingbitar
adopt,kam,pdiang
amuse,pynsngewbha,sngewbha
truth,jingshisha,jingshisha
light,jingshai,jingshai
leave,jingshah,leit
below,"ha trai, hapoh",harum
noise,jingsawa,jingsawa
voice,jingsawa,sur
pride,jingsarong,ka jingsarong
order,jingryntih,order
proof,jingpynshisha,pynshisha
among,hapdeng,hapdeng
chain,kynjri,kynjri
boots,juti,ki boot
uncle,kni,u kpa
ditch,kharai,thiah
clump,lynnong,lum
catch,khwai,kem
earth,khyndew,khyndew
close,khang,khang
story,khana,khana
utter,lynniar,ba shai
fight,iadat,ialeh
arise,ieng,mih
pupil,khynnah skul,khynnah
argue,ia nia,iasaid
fewer,kham khyndiat,kham duna
April,Iaiong,April
chide,mai,khriat
climb,kiew,kiew
often,khah khah,bunsien
child,khynnah rit,khynnah
dolly,khunmynriew,da kaba jem
queen,khun syiem,mahadei
adapt,pyniabiang,pynbeit
arrow,khnam,nar
mouse,khnai,khnai
await,khmih lynti,ap
cloud,lyoh,lyoh
uncle,ma,u kpa
arrow,khnam,nar
aside,shawei,shawei
tiger,khla,khniang
screw,khir,screw
